Unnamed: 0,Job Id,Experience,Qualifications,Salary Range (K),Min Salary (K),Max Salary (K),Country,Work Type,Company Size,Job Posting Date,Predicted Industry,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Company Profile,Text,Cluster Name,Broader Category,Average Salary (K),Year-Quarter
1384452,2191164809520247.2,2 to 9 Years,B.Com,49,57,106,Singapore,Contract,106994,2023-04-29,4,QA Engineer,QA Manager,Stack Overflow Jobs,"A QA Manager is responsible for leading and managing the quality assurance team. They ensure product quality, develop and implement QA processes, and maintain quality standards.","Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans","['Quality assurance""', 'Process improvement""', 'Team leadership""', 'Problem""', 'Quality control]""]]]]]']","Lead and manage the QA team, including test planning, resource allocation, and test strategy development. Define quality standards and metrics. Oversee QA processes and continuous improvement efforts.",Intercontinental Exchange,"{""Sector"":""Financial Services"",""Industry"":""Securities"",""City"":""Atlanta"",""State"":""Georgia"",""Zip"":""30328"",""Website"":""www.ice.com"",""Ticker"":""ICE"",""CEO"":""Jeffrey C. Sprecher""}","QA Engineer Lead and manage the QA team, including test planning, resource allocation, and test strategy development. Define quality standards and metrics. Oversee QA processes and continuous improvement efforts. Quality assurance Process improvement Team leadership Problem, solving Quality control",Engineering & Architecture,Engineering,81.5,2023Q2
1385964,2699222132974621.0,2 to 14 Years,BCA,47,58,105,Singapore,Part-Time,24768,2021-09-24,4,Civil Engineer,Water Resources Engineer,Dice,"A Water Resources Engineer manages and develops water-related projects, such as dams, irrigation systems, and flood control measures, to ensure water resource sustainability.","Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance","['Water resources engineering""', 'Hydrology and hydraulics""', 'Environmental impact assessment""', 'Water resource modeling software""', 'Watershed management]""]]]]]']","Focus on water-related projects, such as flood control, water supply, and wastewater treatment. Design and manage water resource systems and infrastructure. Address water quality and conservation issues.",CSX,"{""Sector"":""Transportation"",""Industry"":""Railroads"",""City"":""Jacksonville"",""State"":""Florida"",""Zip"":""32202"",""Website"":""www.csx.com"",""Ticker"":""CSX"",""CEO"":""Joseph R. Hinrichs""}","Civil Engineer Focus on water-related projects, such as flood control, water supply, and wastewater treatment. Design and manage water resource systems and infrastructure. Address water quality and conservation issues. Water resources engineering Hydrology and hydraulics Environmental impact assessment Water resource modeling software Watershed management",Engineering & Architecture,Engineering,81.5,2021Q3
1386141,2443306694983532.0,0 to 11 Years,BCA,29,64,93,Singapore,Temporary,59563,2022-05-14,4,Technical Writer,Documentation Specialist,ZipRecruiter,"Documentation Specialists create and manage documents, manuals, or technical materials. They ensure accuracy, consistency, and accessibility of documentation.","Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance","['Document management""', 'Recordkeeping""', 'Attention to detail""', 'Data entry""', 'Organizational skills]""]]]]]']","Create technical documentation, manuals, and user guides for software, hardware, or products. Collaborate with subject matter experts and engineers. Ensure documentation accuracy and clarity.",Linde plc,"{""Sector"":""Industrial Gases"",""Industry"":""Chemicals"",""City"":""Munich"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.linde.com"",""Ticker"":""LIN"",""CEO"":""Steve Angel""}","Technical Writer Create technical documentation, manuals, and user guides for software, hardware, or products. Collaborate with subject matter experts and engineers. Ensure documentation accuracy and clarity. Document management Recordkeeping Attention to detail Data entry Organizational skills",Engineering & Architecture,Engineering,78.5,2022Q2
1386402,111939000000000.0,4 to 8 Years,MBA,28,60,88,Singapore,Temporary,117496,2023-03-06,4,Urban Planner,Environmental Planner,Glassdoor,Environmental Planners assess and mitigate the impact of projects on the environment. They ensure compliance with environmental regulations and promote sustainable practices.,"Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans","['Environmental regulations""', 'Ecosystem analysis""', 'Environmental impact assessments""', 'Sustainability planning""', 'Project management]""]]]]]']",Focus on environmental impact assessments and sustainable urban development. Analyze environmental regulations and recommend compliance measures. Promote green infrastructure and sustainability practices.,Western Digital,"{""Sector"":""Technology"",""Industry"":""Computers, Office Equipment"",""City"":""San Jose"",""State"":""California"",""Zip"":""95119"",""Website"":""www.westerndigital.com"",""Ticker"":""WDC"",""CEO"":""David V. Goeckeler""}",Urban Planner Focus on environmental impact assessments and sustainable urban development. Analyze environmental regulations and recommend compliance measures. Promote green infrastructure and sustainability practices. Environmental regulations Ecosystem analysis Environmental impact assessments Sustainability planning Project management,Engineering & Architecture,Engineering,74.0,2023Q1
1391979,1974439642185391.2,3 to 8 Years,BCA,26,62,88,Singapore,Contract,33231,2023-10-04,29,Product Manager,Technical Product Manager,Jobs2Careers,"Technical Product Managers oversee the development and enhancement of technical products. They define product requirements, prioritize features, collaborate with development teams, and ensure the product aligns with the companys strategic goals and market needs.","Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts","['Product management principles""', 'Technical background""', 'Agile development methodologies""', 'Product roadmap planning""', 'Market research and analysis""', 'Stakeholder communication""', 'Problem]""]]]]]']","Define product requirements, prioritize features, and collaborate with development teams to deliver technical products. Create product roadmaps and release plans. Gather and incorporate feedback from stakeholders.",New York Life Insurance,"{""Sector"":""Insurance"",""Industry"":""Insurance: Life, Health (Mutual)"",""City"":""New York"",""State"":""New York"",""Zip"":""10010"",""Website"":""www.newyorklife.com"",""Ticker"":"""",""CEO"":""Craig Desanto""}","Product Manager Define product requirements, prioritize features, and collaborate with development teams to deliver technical products. Create product roadmaps and release plans. Gather and incorporate feedback from stakeholders. Product management principles Technical background Agile development methodologies Product roadmap planning Market research and analysis Stakeholder communication Problem, solving skills",Construction & Civil Engineering,Engineering,75.0,2023Q4
1393949,1449291395386223.0,1 to 15 Years,BCA,66,64,130,Singapore,Temporary,49056,2022-12-15,4,Mechanical Designer,HVAC Systems Designer,FlexJobs,"Design and optimize heating, ventilation, and air conditioning (HVAC) systems for buildings, focusing on energy efficiency and comfort.","Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans","['H""', 'V""', 'A""', 'C system design""', 'Load calculations""', 'Energy efficiency""', 'Auto""', 'C""', 'A""', 'D or similar software""', 'Mechanical engineering principles""', 'Collaboration with architects and engineers""', 'Regulatory compliance""', 'Problem""', 'Attention to detail""', 'Communication skills]""]]]]]']","Specialize in designing heating, ventilation, and air conditioning (HVAC) systems. Calculate load requirements and select HVAC equipment. Ensure energy efficiency and compliance.",CBRE Group,"{""Sector"":""Real Estate"",""Industry"":""Real Estate"",""City"":""Dallas"",""State"":""Texas"",""Zip"":""75201"",""Website"":""www.cbre.com"",""Ticker"":""CBRE"",""CEO"":""""}","Mechanical Designer Specialize in designing heating, ventilation, and air conditioning (HVAC) systems. Calculate load requirements and select HVAC equipment. Ensure energy efficiency and compliance. HVAC system design Load calculations Energy efficiency AutoCAD or similar software Mechanical engineering principles Collaboration with architects and engineers Regulatory compliance Problem, solving Attention to detail Communication skills",Engineering & Architecture,Engineering,97.0,2022Q4
1394091,2784296280044272.0,3 to 13 Years,BBA,31,55,86,Singapore,Temporary,130137,2022-09-11,4,Architect,Project Architect,The Muse,"Project Architects lead architectural projects, from concept to completion, coordinating design teams, managing budgets, and ensuring compliance with regulations.","Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling","['Architectural project management""', 'Construction documents""', 'Building systems""', 'Design coordination""', 'Client communication]""]]]]]']","Lead architectural projects, from concept design to construction supervision. Collaborate with clients, engineers, and contractors. Develop project timelines and budgets.",Power Grid Corporation of India,"{""Sector"":""Utilities"",""Industry"":""Utilities"",""City"":""Gurugram"",""State"":""Haryana"",""Zip"":""122002"",""Website"":""https://www.powergridindia.com/"",""Ticker"":""POWERGRID"",""CEO"":""Kandikuppa Sreekant""}","Architect Lead architectural projects, from concept design to construction supervision. Collaborate with clients, engineers, and contractors. Develop project timelines and budgets. Architectural project management Construction documents Building systems Design coordination Client communication",Engineering & Architecture,Engineering,70.5,2022Q3
1394586,1539797610251492.0,1 to 13 Years,PhD,24,56,80,Singapore,Full-Time,66147,2022-01-12,4,Mechanical Designer,CAD Technician,Stack Overflow Jobs,Create and modify technical drawings using computer-aided design (CAD) software for various engineering projects.,"Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave","['Computer""', 'C""', 'A""', 'D""', 'Technical drawing""', 'Blueprint interpretation""', 'Drafting standards""', 'Engineering principles""', 'Collaboration with engineers""', 'Problem""', 'Attention to detail""', 'Communication skills 3""', 'D modeling]""]]]]]']",Use computer-aided design (CAD) software to create and revise technical drawings. Ensure drawings comply with industry standards. Support design projects with technical expertise.,Marks & Spencer,"{""Sector"":""Retail"",""Industry"":""Retail - General Merchandise"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.marksandspencer.com"",""Ticker"":""MKS.L"",""CEO"":""Steve Rowe""}","Mechanical Designer Use computer-aided design (CAD) software to create and revise technical drawings. Ensure drawings comply with industry standards. Support design projects with technical expertise. Computer, aided design , CAD,  software Technical drawing Blueprint interpretation Drafting standards Engineering principles Collaboration with engineers Problem, solving Attention to detail Communication skills 3D modeling , if applicable",Engineering & Architecture,Engineering,68.0,2022Q1
1395089,1291241209575368.0,1 to 14 Years,PhD,30,64,94,Singapore,Intern,92353,2022-12-23,22,IT Administrator,System Administrator,Jobs2Careers,"System Administrators manage and maintain computer systems and networks. They handle software installations, security measures, and troubleshooting to ensure system reliability.","Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling","['System administration""', 'Network administration""', 'Troubleshooting""', 'Security management""', 'Server maintenance""', 'Backup and recovery]""]]]]]']",Manage and maintain computer systems and servers. Install and configure software and hardware. Monitor system performance and security.,Huawei Technologies,"{""Sector"":""Technology and Networking"",""Industry"":""Technology & Telecommunications"",""City"":""Shenzhen"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""https://www.huawei.com/"",""Ticker"":""N/A"",""CEO"":""Ren Zhengfei""}",IT Administrator Manage and maintain computer systems and servers. Install and configure software and hardware. Monitor system performance and security. System administration Network administration Troubleshooting Security management Server maintenance Backup and recovery,Manufacturing & Production,Engineering,79.0,2022Q4
1401545,2254916621926966.0,2 to 13 Years,PhD,55,61,116,Singapore,Temporary,96070,2022-07-20,4,Environmental Consultant,Sustainability Consultant,Snagajob,"Sustainability Consultants advise organizations on sustainable practices and strategies. They assess environmental impact, recommend sustainability initiatives, and assist in the development and implementation of sustainable policies.","Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling","['Sustainability consulting""', 'Sustainability assessments""', 'Sustainable practices""', 'Green building standards""', 'Environmental policies""', 'Client communication]""]]]]]']","Focus on sustainable practices and initiatives, advising clients on reducing their environmental footprint. Develop sustainability plans and strategies. Conduct sustainability audits and reporting.",Continental AG,"{""Sector"":""Automotive"",""Industry"":""Automotive"",""City"":""Hanover"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.continental-corporation.com"",""Ticker"":""CON"",""CEO"":""Nikolai Setzer""}","Environmental Consultant Focus on sustainable practices and initiatives, advising clients on reducing their environmental footprint. Develop sustainability plans and strategies. Conduct sustainability audits and reporting. Sustainability consulting Sustainability assessments Sustainable practices Green building standards Environmental policies Client communication",Engineering & Architecture,Engineering,88.5,2022Q3
1405062,1076260584761196.0,1 to 10 Years,BBA,40,58,98,Singapore,Intern,115287,2021-11-20,4,Structural Engineer,Design Engineer,SimplyHired,"A Design Engineer creates and develops product designs and specifications, using engineering principles and design software to bring innovative products to market.","Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave","['Engineering design""', 'C""', 'A""', 'D software proficiency""', 'Problem""', 'Technical knowledge""', 'Communication skills]""]]]]]']",Design structural systems and components for buildings and infrastructure projects. Perform structural analysis and calculations. Create detailed design plans and specifications.,CRRC Corporation,"{""Sector"":""Transportation and Rail"",""Industry"":""Manufacturing & Transportation"",""City"":""Beijing"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""http://www.crrcgc.cc/"",""Ticker"":""1766.HK"",""CEO"":""Luo Renjian""}","Structural Engineer Design structural systems and components for buildings and infrastructure projects. Perform structural analysis and calculations. Create detailed design plans and specifications. Engineering design CAD software proficiency Problem, solving Technical knowledge Communication skills",Engineering & Architecture,Engineering,78.0,2021Q4
1406878,2904250758724554.0,0 to 14 Years,M.Com,25,56,81,Singapore,Full-Time,39804,2022-03-24,4,Mechanical Engineer,Mechanical Design Engineer,Snagajob,"Mechanical Design Engineers create and develop mechanical systems and components, from concept to manufacturing, ensuring functionality and safety.","Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)","['Mechanical engineering""', 'C""', 'A""', 'D software""', 'Solid""', 'Works""', 'Auto""', 'C""', 'A""', 'D""', 'Finite element analysis""', 'Product development""', 'Prototyping]""]]]]]']","Design mechanical systems, components, and products. Create 3D models and detailed engineering drawings. Perform structural and thermal analyses.",EOG Resources,"{""Sector"":""Energy"",""Industry"":""Mining, Crude-Oil Production"",""City"":""Houston"",""State"":""Texas"",""Zip"":""77002"",""Website"":""www.eogresources.com"",""Ticker"":""EOG"",""CEO"":""Ezra Yacob""}","Mechanical Engineer Design mechanical systems, components, and products. Create 3D models and detailed engineering drawings. Perform structural and thermal analyses. Mechanical engineering CAD software , e, g,  SolidWorks,  AutoCAD,  Finite element analysis Product development Prototyping",Engineering & Architecture,Engineering,68.5,2022Q1
1411189,3078295322845596.0,5 to 13 Years,BA,36,60,96,Singapore,Intern,133335,2023-08-09,4,Environmental Engineer,Sustainability Specialist,CareerBuilder,"A Sustainability Specialist promotes sustainability initiatives within organizations, develops sustainability programs, and helps reduce environmental impacts while increasing efficiency.","Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development","['Sustainability practices""', 'Environmental management systems""', 'Green certifications]""]]]]]']",Promote sustainability practices within organizations. Develop sustainability plans and initiatives. Monitor and report on sustainability metrics and goals.,SBI Life Insurance Company,"{""Sector"":""Insurance"",""Industry"":""Insurance"",""City"":""Mumbai"",""State"":""Maharashtra"",""Zip"":""400021"",""Website"":""https://www.sbilife.co.in/"",""Ticker"":""SBILIFE"",""CEO"":""Mahesh Kumar Sharma""}",Environmental Engineer Promote sustainability practices within organizations. Develop sustainability plans and initiatives. Monitor and report on sustainability metrics and goals. Sustainability practices Environmental management systems Green certifications,Engineering & Architecture,Engineering,78.0,2023Q3
1411789,2473795115668101.0,3 to 14 Years,BBA,37,62,99,Singapore,Temporary,60416,2023-08-09,4,Environmental Engineer,Sustainability Specialist,Snagajob,"A Sustainability Specialist promotes sustainability initiatives within organizations, develops sustainability programs, and helps reduce environmental impacts while increasing efficiency.","Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance","['Sustainability practices""', 'Environmental management systems""', 'Green certifications]""]]]]]']",Promote sustainability practices within organizations. Develop sustainability plans and initiatives. Monitor and report on sustainability metrics and goals.,Informa,"{""Sector"":""Publishing and Events"",""Industry"":""Media/Entertainment"",""City"":""London"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.informa.com"",""Ticker"":""INF.L"",""CEO"":""Stephen A. Carter""}",Environmental Engineer Promote sustainability practices within organizations. Develop sustainability plans and initiatives. Monitor and report on sustainability metrics and goals. Sustainability practices Environmental management systems Green certifications,Engineering & Architecture,Engineering,80.5,2023Q3
1411895,28021500000000.0,5 to 10 Years,BBA,41,62,103,Singapore,Contract,71905,2022-01-30,4,Urban Planner,Environmental Planner,Jobs2Careers,Environmental Planners assess and mitigate the impact of projects on the environment. They ensure compliance with environmental regulations and promote sustainable practices.,"Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling","['Environmental regulations""', 'Ecosystem analysis""', 'Environmental impact assessments""', 'Sustainability planning""', 'Project management]""]]]]]']",Focus on environmental impact assessments and sustainable urban development. Analyze environmental regulations and recommend compliance measures. Promote green infrastructure and sustainability practices.,China Southern Airlines,"{""Sector"":""Aviation and Travel"",""Industry"":""Airlines & Aviation"",""City"":""Guangzhou"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""http://www.csair.com/"",""Ticker"":""600029"",""CEO"":""Ma Xulun""}",Urban Planner Focus on environmental impact assessments and sustainable urban development. Analyze environmental regulations and recommend compliance measures. Promote green infrastructure and sustainability practices. Environmental regulations Ecosystem analysis Environmental impact assessments Sustainability planning Project management,Engineering & Architecture,Engineering,82.5,2022Q1
1412654,1560366785271845.0,4 to 9 Years,M.Tech,48,62,110,Singapore,Full-Time,63342,2022-05-27,4,Architectural Designer,Interior Designer,The Muse,"Interior Designers plan and design interior spaces to meet the functional and aesthetic needs of clients. They select furniture, colors, materials, and layouts to create visually appealing and functional interiors for homes and businesses.","Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance","['Interior design""', 'Space planning""', 'Color theory""', 'Material selection""', 'C""', 'A""', 'D software""', 'Sketch""', 'Up""', 'Client collaboration""', 'Budget management]""]]]]]']","Focus on interior spaces, selecting finishes, furnishings, and color schemes. Create interior design concepts and mood boards. Collaborate with architects and contractors on design integration.",Bajaj Electricals,"{""Sector"":""Consumer Goods"",""Industry"":""Electrical Equipment"",""City"":""Mumbai"",""State"":""Maharashtra"",""Zip"":""400093"",""Website"":""https://www.bajajelectricals.com/"",""Ticker"":""BAJAJELEC"",""CEO"":""Anuj Poddar""}","Architectural Designer Focus on interior spaces, selecting finishes, furnishings, and color schemes. Create interior design concepts and mood boards. Collaborate with architects and contractors on design integration. Interior design Space planning Color theory Material selection CAD software , e, g,  SketchUp,  Client collaboration Budget management",Engineering & Architecture,Engineering,86.0,2022Q2
1421243,473577000000000.0,4 to 15 Years,MBA,68,61,129,Singapore,Temporary,98166,2023-07-24,4,Technical Writer,Instructional Designer,Snagajob,Instructional Designers develop educational materials and curricula. They design engaging and effective learning experiences for students or employees.,"Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts","['Instructional design e""', 'Learning tools""', 'Curriculum development""', 'Multimedia design""', 'Learning theory knowledge]""]]]]]']",Design and develop instructional materials and e-learning courses. Create interactive and engaging learning experiences. Align instructional content with learning objectives.,UFP Industries,"{""Sector"":""Building Materials"",""Industry"":""Building Materials, Glass"",""City"":""Grand Rapids"",""State"":""Michigan"",""Zip"":""49525"",""Website"":""www.ufpi.com"",""Ticker"":""UFPI"",""CEO"":""Matthew J. Missad""}",Technical Writer Design and develop instructional materials and e-learning courses. Create interactive and engaging learning experiences. Align instructional content with learning objectives. Instructional design eLearning tools Curriculum development Multimedia design Learning theory knowledge,Engineering & Architecture,Engineering,95.0,2023Q3
1422144,1646245652326376.0,3 to 14 Years,BA,54,56,110,Singapore,Contract,24454,2022-12-30,29,Product Manager,Technical Product Manager,Snagajob,"Technical Product Managers oversee the development and enhancement of technical products. They define product requirements, prioritize features, collaborate with development teams, and ensure the product aligns with the companys strategic goals and market needs.","Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)","['Product management principles""', 'Technical background""', 'Agile development methodologies""', 'Product roadmap planning""', 'Market research and analysis""', 'Stakeholder communication""', 'Problem]""]]]]]']","Define product requirements, prioritize features, and collaborate with development teams to deliver technical products. Create product roadmaps and release plans. Gather and incorporate feedback from stakeholders.",Kohl's,"{""Sector"":""Retail"",""Industry"":""General Merchandisers"",""City"":""Menomonee Falls"",""State"":""Wisconsin"",""Zip"":""53051"",""Website"":""www.kohls.com"",""Ticker"":""KSS"",""CEO"":""Tom Kingsbury""}","Product Manager Define product requirements, prioritize features, and collaborate with development teams to deliver technical products. Create product roadmaps and release plans. Gather and incorporate feedback from stakeholders. Product management principles Technical background Agile development methodologies Product roadmap planning Market research and analysis Stakeholder communication Problem, solving skills",Construction & Civil Engineering,Engineering,83.0,2022Q4
1422333,394930000000000.0,1 to 9 Years,MCA,61,61,122,Singapore,Intern,52343,2023-06-06,4,Landscape Architect,Environmental Designer,Internships.com,"Design outdoor spaces, parks, and landscapes with an emphasis on environmental sustainability.","Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling","['Environmental design principles""', 'Sustainability concepts""', 'C""', 'A""', 'D and design software]""]]]]]']","Focus on environmentally sustainable landscape design. Design landscapes to conserve resources, reduce pollution, and support biodiversity. Select native plants and sustainable materials.",Xiaomi Corporation,"{""Sector"":""Technology and Electronics"",""Industry"":""Technology & Electronics"",""City"":""Beijing"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""https://www.mi.com/en/"",""Ticker"":""1810.HK"",""CEO"":""Lei Jun""}","Landscape Architect Focus on environmentally sustainable landscape design. Design landscapes to conserve resources, reduce pollution, and support biodiversity. Select native plants and sustainable materials. Environmental design principles Sustainability concepts CAD and design software",Engineering & Architecture,Engineering,91.5,2023Q2
1424282,1359335650431100.0,3 to 8 Years,B.Com,47,65,112,Singapore,Part-Time,55502,2023-02-08,4,Structural Engineer,Construction Engineer,USAJOBS,"A Construction Engineer manages construction projects, oversees project planning, budgets, and construction activities, and ensures projects are completed on time and within budget.","Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs","['Construction management""', 'Structural design""', 'Auto""', 'C""', 'A""', 'D proficiency""', 'Project management""', 'Site inspection]""]]]]]']","Oversee construction projects, including structural aspects, budgeting, and scheduling. Collaborate with architects and contractors. Ensure compliance with building codes and safety standards.",ON Semiconductor,"{""Sector"":""Technology"",""Industry"":""Semiconductors and Other Electronic Components"",""City"":""Scottsdale"",""State"":""Arizona"",""Zip"":""85250"",""Website"":""www.onsemi.com"",""Ticker"":""ON"",""CEO"":""Hassane El-Khoury""}","Structural Engineer Oversee construction projects, including structural aspects, budgeting, and scheduling. Collaborate with architects and contractors. Ensure compliance with building codes and safety standards. Construction management Structural design AutoCAD proficiency Project management Site inspection",Engineering & Architecture,Engineering,88.5,2023Q1
1427596,1386253723730439.0,4 to 10 Years,BCA,46,56,102,Singapore,Contract,97180,2023-02-06,4,Architect,Sustainable Design Specialist,Monster,"Sustainable Design Specialists incorporate eco-friendly practices into architectural designs, promoting energy efficiency and environmental sustainability.","Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance","['Sustainable design principles""', 'Energy efficiency""', 'L""', 'E""', 'E""', 'D certification""', 'Green building materials""', 'Environmental impact assessment]""]]]]]']",Focus on sustainable and eco-friendly architectural practices. Integrate green building technologies and materials into architectural designs. Advise on energy-efficient building solutions.,Constellation Brands,"{""Sector"":""Beverage"",""Industry"":""Beverages"",""City"":""Victor"",""State"":""New York"",""Zip"":""14564"",""Website"":""www.cbrands.com"",""Ticker"":""STZ"",""CEO"":""Bill Newlands""}",Architect Focus on sustainable and eco-friendly architectural practices. Integrate green building technologies and materials into architectural designs. Advise on energy-efficient building solutions. Sustainable design principles Energy efficiency LEED certification Green building materials Environmental impact assessment,Engineering & Architecture,Engineering,79.0,2023Q1
1431109,2517908127718068.0,2 to 10 Years,M.Com,44,60,104,Singapore,Full-Time,112795,2023-06-18,4,Architect,Architectural Designer,ZipRecruiter,"Architectural Designers create architectural plans and designs for buildings and structures, considering aesthetics, functionality, and safety standards.","Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts","['Architectural design software""', 'Auto""', 'C""', 'A""', 'D""', 'Revit""', 'Building codes and regulations 3""', 'D modeling""', 'Visualization""', 'Sustainable design]""]]]]]']",Design architectural plans and layouts for buildings and structures. Create detailed drawings and blueprints. Ensure designs comply with building codes and regulations.,TravelCenters of America,"{""Sector"":""Travel & Hospitality"",""Industry"":""Specialty Retailers: Other"",""City"":""Westlake"",""State"":""Ohio"",""Zip"":""44145"",""Website"":""www.ta-petro.com"",""Ticker"":""TA"",""CEO"":""Jonathan M. Pertchik""}","Architect Design architectural plans and layouts for buildings and structures. Create detailed drawings and blueprints. Ensure designs comply with building codes and regulations. Architectural design software , e, g,  AutoCAD,  Revit,  Building codes and regulations 3D modeling Visualization Sustainable design",Engineering & Architecture,Engineering,82.0,2023Q2
1431417,716626000000000.0,5 to 13 Years,MCA,28,57,85,Singapore,Contract,58050,2023-03-31,4,QA Engineer,QA Manager,Monster,"A QA Manager is responsible for leading and managing the quality assurance team. They ensure product quality, develop and implement QA processes, and maintain quality standards.","Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development","['Quality assurance""', 'Process improvement""', 'Team leadership""', 'Problem""', 'Quality control]""]]]]]']","Lead and manage the QA team, including test planning, resource allocation, and test strategy development. Define quality standards and metrics. Oversee QA processes and continuous improvement efforts.",Republic Services,"{""Sector"":""Waste Management"",""Industry"":""Waste Management"",""City"":""Phoenix"",""State"":""Arizona"",""Zip"":""85054"",""Website"":""www.republicservices.com"",""Ticker"":""RSG"",""CEO"":""Jon Vander Ark""}","QA Engineer Lead and manage the QA team, including test planning, resource allocation, and test strategy development. Define quality standards and metrics. Oversee QA processes and continuous improvement efforts. Quality assurance Process improvement Team leadership Problem, solving Quality control",Engineering & Architecture,Engineering,71.0,2023Q1
1433280,2387783476889210.0,0 to 9 Years,M.Tech,27,62,89,Singapore,Temporary,51898,2022-06-25,4,Architectural Designer,Architectural Drafter,Glassdoor,Architectural Drafters assist architects and engineers in creating detailed technical drawings and plans for buildings and structures. They use computer-aided design (CAD) software to produce accurate and precise architectural drawings.,"Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities","['Architectural drafting""', 'Auto""', 'C""', 'A""', 'D 2""', 'D and 3""', 'D modeling""', 'Blueprint reading""', 'Building codes""', 'Collaboration with architects""', 'Detail]""]]]]]']",Prepare detailed architectural drawings and plans using computer-aided design (CAD) software. Assist architects in project documentation and coordination. Ensure compliance with building codes and regulations.,Zoetis,"{""Sector"":""Healthcare"",""Industry"":""Pharmaceuticals"",""City"":""Parsippany"",""State"":""New Jersey"",""Zip"":""7054"",""Website"":""www.zoetis.com"",""Ticker"":""ZTS"",""CEO"":""Kristin C. Peck""}","Architectural Designer Prepare detailed architectural drawings and plans using computer-aided design (CAD) software. Assist architects in project documentation and coordination. Ensure compliance with building codes and regulations. Architectural drafting AutoCAD 2D and 3D modeling Blueprint reading Building codes Collaboration with architects Detail, oriented",Engineering & Architecture,Engineering,75.5,2022Q2
1433883,1673181646505654.0,4 to 13 Years,M.Com,31,61,92,Singapore,Full-Time,104991,2021-10-27,4,Landscape Architect,Environmental Designer,LinkedIn,"Design outdoor spaces, parks, and landscapes with an emphasis on environmental sustainability.","Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave","['Environmental design principles""', 'Sustainability concepts""', 'C""', 'A""', 'D and design software]""]]]]]']","Focus on environmentally sustainable landscape design. Design landscapes to conserve resources, reduce pollution, and support biodiversity. Select native plants and sustainable materials.",Masco,"{""Sector"":""Manufacturing"",""Industry"":""Home Equipment, Furnishings"",""City"":""Livonia"",""State"":""Michigan"",""Zip"":""48152"",""Website"":""www.masco.com"",""Ticker"":""MAS"",""CEO"":""Keith J. Allman""}","Landscape Architect Focus on environmentally sustainable landscape design. Design landscapes to conserve resources, reduce pollution, and support biodiversity. Select native plants and sustainable materials. Environmental design principles Sustainability concepts CAD and design software",Engineering & Architecture,Engineering,76.5,2021Q4
